property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,essel towers,sector 14,2.75,12500.0,2200.0,Built Up area: 2200 (204.39 sq.m.),4,5,3+,8.0,East,Old Property,,2200.0,,1,1,0,0,0,2,128,550.0
flat,breez global heights,sector 36,0.24,5825.24,412.0,Carpet area: 412 (38.28 sq.m.),1,1,1,8.0,,New Property,,,412.0,0,0,0,0,0,0,57,412.0
flat,aipl zen residences,sector 70a,1.25,9904.91,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New Property,,,1262.0,0,0,0,0,0,0,42,631.0
flat,pivotal devaan,sector 84,0.41,7032.59,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,583.0,565.0,483.0,0,0,0,0,0,1,23,291.5
flat,bptp mansions park prime,sector 66,3.0,10853.84,2764.0,Super Built up area 2764(256.78 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,4,3,3.0,North,Relatively New,2764.0,2700.0,2500.0,1,1,0,1,1,1,174,691.0
flat,apex our homes,sector 37c,0.33,3567.57,925.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,3.0,West,Relatively New,925.0,850.0,800.0,0,0,0,0,0,1,158,462.5
flat,mahindra aura,sector 110,2.25,9266.89,2428.0,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),4,4,3+,2.0,South-West,Relatively New,2428.0,2350.0,2050.0,0,1,0,0,0,0,152,607.0
flat,signature global the millennia,sector 37d,0.65,10906.04,596.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596 sq.ft. (55.37 sq.m.),2,2,3,0.0,,New Property,650.0,,596.0,0,0,0,0,0,0,40,298.0
flat,ashiana mulberry,sohna road,1.05,5412.37,1940.0,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3,1.0,North,New Property,1940.0,1175.97,834.96,1,0,0,0,0,0,49,970.0
house,housing board colony,sector 28,3.5,25925.93,1350.0,Plot area 150(125.42 sq.m.),2,6,3,3.0,,Relatively New,,150.0,,0,0,0,0,0,0,0,675.0
flat,orchid island,sector 51,1.7,10651.63,1596.0,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,Moderately Old,,,1596.0,0,0,1,1,0,0,90,532.0
house,independent,sector 45,17.0,37777.78,4500.0,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively New,,4500.0,,1,1,1,1,0,2,152,900.0
flat,elan the presidential,sector 106,3.9,15918.37,2450.0,Built Up area: 2450 (227.61 sq.m.),3,3,0,20.0,,Undefined,,2450.0,,0,0,0,0,0,0,66,816.6666666666666
flat,conscient heritage max,sector 102,1.75,9011.33,1942.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,13.0,North,Relatively New,1942.0,,,0,1,0,0,0,1,94,647.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.5,1128.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3,3,3+,1.0,South,Relatively New,1852.0,1456.0,1128.09,0,0,1,0,0,0,139,376.0
flat,godrej habitat,sector 3,1.35,12784.09,1056.0,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2,2,0,4.0,North-East,Undefined,,1056.0,912.0,0,0,0,0,0,0,60,528.0
house,independent,sector 10a,4.25,17955.22,2367.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,2,1.0,North-East,Undefined,,2367.0,1800.0,0,0,0,0,0,0,0,591.75
house,central park flower valley cerise floors,sector 33,1.35,11157.02,1210.0,Built Up area: 1210 (112.41 sq.m.),2,2,2,4.0,East,New Property,,1210.0,,1,0,0,0,0,2,107,605.0
flat,umang monsoon breeze,sector 78,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2.0,East,Relatively New,2350.0,2300.0,2000.0,0,1,0,1,1,0,57,625.0
flat,signature global park,sohna road,0.7,6071.12,1153.0,Carpet area: 1153 (107.12 sq.m.),3,3,3,2.0,North,Relatively New,,,1153.0,0,0,0,1,0,0,152,384.3333333333333
house,independent,sector 56,7.25,29340.35,2471.0,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately Old,,303.0,,0,0,0,0,0,1,24,308.875
flat,m3m skywalk,sector 74,1.52,13345.04,1139.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2,2,3,6.0,South-East,Relatively New,1400.0,1250.0,1139.2,0,0,1,0,0,0,174,569.5
flat,south city 1 floors,sector 41,3.4,11724.14,2900.0,Built Up area: 2900 (269.42 sq.m.),4,4,3,0.0,,Undefined,,2900.0,,0,0,0,0,0,0,0,725.0
house,sector 57 huda,sector 57,3.8,26063.1,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),2,8,3+,4.0,East,Relatively New,,162.0,160.0,0,0,1,1,0,1,94,729.0
flat,conscient heritage max,sector 102,1.82,9009.9,2020.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,12.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,0,101,673.3333333333334
house,independent,sector 108,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1,1,0,1.0,,Undefined,,2680.0,,0,0,0,0,0,0,0,2680.0
flat,tulip petals,sector 89,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),3,2,3,6.0,East,Moderately Old,1550.0,,,0,0,1,0,0,1,111,516.6666666666666
house,international city by sobha phase 1,sector 109,6.0,9633.91,6228.0,Plot area 692(578.6 sq.m.),4,5,3,2.0,North-East,Moderately Old,,692.0,,0,0,0,0,0,0,76,1557.0
flat,conscient heritage max,sector 102,1.9,9783.73,1942.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,20.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,0,165,647.3333333333334
flat,shree vardhman flora,sector 90,0.85,4404.15,1930.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,3.0,South-East,Relatively New,1930.0,,1450.0,0,1,1,0,0,0,110,643.3333333333334
flat,breez global heights,sohna road,0.25,7002.8,357.0,Super Built up area 414(38.46 sq.m.)Carpet area: 357 sq.ft. (33.17 sq.m.),1,1,1,1.0,,Relatively New,414.0,,357.0,0,0,0,0,0,0,57,357.0
flat,m3m soulitude,sector 89,1.25,8784.26,1423.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3,3,0,4.0,,Undefined,,1423.0,1190.0,0,0,0,0,0,0,61,474.3333333333333
flat,park view apartments,sector 15,1.6,11034.48,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-West,Moderately Old,,,1450.0,0,0,0,1,0,0,56,483.3333333333333
flat,experion the heartsong,sector 108,0.9,7014.81,1283.0,Super Built up area 1283(119.19 sq.m.),2,3,3,7.0,East,Relatively New,1283.0,,,0,1,0,0,1,0,72,641.5
flat,ansal heights 86,sector 86,0.64,4705.88,1360.0,Built Up area: 1360 (126.35 sq.m.),2,2,1,3.0,,New Property,,1360.0,,0,0,0,0,0,0,73,680.0
flat,sare homes,sector 92,0.95,4871.79,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,13.0,,New Property,1950.0,,,0,0,0,0,0,0,0,487.5
flat,irwo westend towers,sector 47,0.65,12059.37,539.0,Carpet area: 539 (50.07 sq.m.),1,1,2,3.0,,Old Property,,,539.0,0,0,0,0,0,0,56,539.0
flat,puri diplomatic greens,sector 111,3.9,13000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,5,3+,6.0,North-East,Relatively New,3000.0,,2950.0,0,1,0,0,0,2,160,750.0
flat,supertech araville,sector 79,0.71,6063.19,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,0,0,0,0,1,0,53,585.5
flat,m3m merlin,sector 67,2.78,13580.85,2047.0,Super Built up area 2047(190.17 sq.m.),3,3,3+,4.0,South-West,Relatively New,2047.0,,,0,0,0,1,0,1,157,682.3333333333334
flat,vatika the seven lamps,sector 82,0.81,6192.66,1308.0,Super Built up area 1300(120.77 sq.m.),2,2,2,15.0,West,Relatively New,1300.0,,,0,0,0,0,0,1,117,654.0
flat,dlf new town heights,sector 90,1.99,7297.4,2727.0,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9.0,East,Relatively New,,,2727.0,0,1,0,1,0,1,102,681.75
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10534.98,1215.0,Super Built up area 1215(112.88 sq.m.),2,2,3,10.0,East,Relatively New,1215.0,,,0,0,0,0,0,0,49,607.5
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.04,1666.0,Super Built up area 1666(154.78 sq.m.),3,2,2,5.0,,Moderately Old,1666.0,,,0,0,0,0,0,0,0,555.3333333333334
house,dlf city plots,sector 26,19.0,42054.01,4518.0,Plot area 502(419.74 sq.m.),6,6,3,2.0,East,Relatively New,,502.0,,1,1,0,0,0,1,121,753.0
flat,dlf new town heights,sector 86,1.25,6476.68,1930.0,Super Built up area 1930(179.3 sq.m.),3,4,3+,2.0,South-West,Relatively New,1930.0,,,0,1,0,1,0,0,65,643.3333333333334
house,ansals palam vihar,sector 2,5.0,12500.0,4000.0,Built Up area: 4000 (371.61 sq.m.),6,4,0,3.0,,Undefined,,4000.0,,0,0,0,0,0,0,0,666.6666666666666
flat,valley view estate,gwal pahari,1.5,8278.15,1812.0,Carpet area: 1812 (168.34 sq.m.),4,4,3+,9.0,North,Old Property,,,1812.0,1,1,0,0,1,0,135,453.0
house,independent,sector 2,2.5,16056.52,1557.0,Plot area 173(144.65 sq.m.),4,4,2,4.0,West,Old Property,,173.0,,0,0,0,0,0,0,17,389.25
flat,kiran residency,sector 56,1.55,6888.89,2250.0,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3+,5.0,North,Moderately Old,2250.0,1900.0,1750.0,0,1,0,1,0,1,92,750.0
flat,mapsko royale ville,sector 82,1.15,6424.58,1790.0,Super Built up area 1790(166.3 sq.m.),3,4,2,15.0,North-East,Relatively New,1790.0,,,0,1,0,1,0,1,104,596.6666666666666
flat,ats kocoon,sector 109,2.22,10596.66,2095.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,14.0,East,Relatively New,2095.0,1860.0,,1,1,1,1,0,0,45,698.3333333333334
flat,shree vardhman flora,sector 90,0.95,6333.33,1500.0,Carpet area: 1500 (139.35 sq.m.),3,3,3,9.0,South-East,Relatively New,,,1500.0,0,1,0,0,0,0,90,500.0
flat,the close north,sector 50,2.65,11276.6,2350.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2491 sq.ft. (231.42 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3,3,3+,3.0,South-East,Moderately Old,2605.0,2491.0,2350.0,0,1,0,0,0,0,174,783.3333333333334
house,dlf alameda,sector 73,17.0,35109.46,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively New,,9000.0,,1,1,1,1,0,2,87,968.4
flat,apna enclave,sector 3,0.55,5789.47,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old Property,950.0,900.0,744.0,0,0,0,0,0,0,66,475.0
flat,godrej icon,sector 88a,1.65,9041.1,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,12.0,,New Property,1825.0,,,0,0,0,0,0,0,60,608.3333333333334
flat,raheja vedaanta,sector 108,0.7,4651.16,1505.0,Super Built up area 1505(139.82 sq.m.),2,2,2,12.0,South,Moderately Old,1505.0,,,0,0,0,0,0,0,72,752.5
flat,microtek greenburg,sector 86,1.65,8707.12,1895.0,Super Built up area 1895(176.05 sq.m.),3,4,3,8.0,North-West,Relatively New,1895.0,,,0,1,0,0,0,0,124,631.6666666666666
house,independent,sector 7,1.95,13541.67,1440.0,Plot area 160(133.78 sq.m.),2,2,2,2.0,,Old Property,,160.0,,0,0,0,0,0,0,0,720.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.3,1692.0,Super Built up area 1692(157.19 sq.m.),3,3,3,5.0,North,Relatively New,1692.0,,,0,0,0,0,0,0,49,564.0
flat,parsvnath green ville,sector 48,1.6,8376.96,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,13.0,North-West,Old Property,1910.0,1700.0,1600.0,0,0,0,0,1,1,119,636.6666666666666
house,independent,sector 13,9.0,11111.11,8100.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,,Old Property,,900.0,,0,0,0,0,0,0,0,810.0
flat,antriksh heights,sector 84,0.9,6206.9,1450.0,Super Built up area 1725(160.26 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,12.0,North-East,Relatively New,1725.0,1525.0,1450.0,0,0,0,0,0,0,166,483.3333333333333
flat,citizen apartment,sector 51,3.55,6825.61,5201.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,3+,11.0,North,Moderately Old,,5200.0,4700.0,1,1,1,1,0,1,157,1040.2
flat,unitech sunbreeze,sector 69,0.75,6849.32,1095.0,Super Built up area 1095(101.73 sq.m.),2,2,2,4.0,,Under Construction,1095.0,,,0,0,0,0,0,0,0,547.5
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.7,1650.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3,2.0,North,Relatively New,1975.0,1800.0,1650.0,1,0,0,0,0,1,89,412.5
flat,ats kocoon,sector 109,2.2,10022.78,2195.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,8.0,North-East,Relatively New,2095.0,1860.0,,0,1,0,0,0,0,156,731.6666666666666
flat,signature global synera,sector 81,0.49,6666.67,735.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,5.0,South,Relatively New,735.0,700.0,635.0,0,0,0,0,0,0,117,367.5
house,independent,sector 26,5.8,12837.54,4518.0,Plot area 502(419.74 sq.m.),4,4,3+,4.0,,Old Property,,502.0,,0,0,0,0,0,0,38,1129.5
flat,paras dews,sector 106,1.05,8536.59,1230.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,1,0,0,0,0,174,410.0
flat,dlf new town heights,sector 90,1.25,8638.56,1447.0,Carpet area: 1447 (134.43 sq.m.),3,4,3+,0.0,North-West,Old Property,,,1447.0,0,1,0,0,0,2,31,482.3333333333333
flat,breez global hill view,sohna road,0.42,7179.49,585.0,Carpet area: 585.41 (54.39 sq.m.),2,2,1,18.0,,Relatively New,,,585.448521,0,0,0,0,0,0,44,292.5
flat,ansal housing highland park,sector 103,2.0,7490.64,2670.0,Super Built up area 2670(248.05 sq.m.),4,5,3+,14.0,,New Property,2670.0,,,0,1,0,0,0,0,45,667.5
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16440.68,590.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Relatively New,915.0,,589.49,0,0,0,0,0,0,151,295.0
flat,satya the hermitage,sector 103,0.99,6653.23,1488.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1495 sq.ft. (138.89 sq.m.),3,4,3+,2.0,North-East,Relatively New,1991.0,,1495.0,0,1,0,1,0,0,174,496.0
house,independent,sector 31,4.6,32258.06,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,0,0,713.0
flat,parsvnath exotica,sector 53,4.8,16580.31,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,2895.0,2500.0,2200.0,0,1,0,1,1,1,174,965.0
flat,unitech the palms,sector 41,2.75,16768.29,1640.0,Super Built up area 1640(152.36 sq.m.),3,3,2,14.0,,Old Property,1640.0,,,0,0,0,0,0,2,79,546.6666666666666
flat,chd avenue,sector 71,0.95,7916.67,1200.0,Built Up area: 1200 (111.48 sq.m.),2,2,0,5.0,South,Undefined,,1200.0,,0,0,0,0,0,0,0,600.0
flat,shri banke bihari society,sector 56,1.35,6750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,5.0,East,Old Property,2000.0,1800.0,1600.0,0,0,0,0,1,1,82,666.6666666666666
house,bptp astaire gardens,sector 70a,6.5,27873.07,2332.0,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,New Property,,299.0,,1,1,0,1,0,1,160,583.0
flat,shree vardhman flora,sector 90,0.9,4615.38,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,4.0,East,Relatively New,1950.0,,,0,1,0,0,0,0,165,650.0
flat,experion the heartsong,sector 108,1.7,8487.27,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3,4,3+,14.0,South-East,Relatively New,2003.0,1500.29,1140.98,0,1,0,0,0,0,119,667.6666666666666
house,landmark house,sector 43,2.75,25462.96,1080.0,Plot area 120(100.34 sq.m.),3,3,1,2.0,South-East,Moderately Old,,120.0,,0,0,0,1,0,0,21,360.0
flat,malibu towers,sector 47,2.45,10698.69,2290.0,Carpet area: 2290 (212.75 sq.m.),3,4,2,1.0,,Old Property,,,2290.0,1,0,0,0,0,1,42,763.3333333333334
flat,mvn athens,sohna road,0.26,5394.19,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,Relatively New,,,481.684525,0,0,0,0,0,0,95,241.0
flat,avl 36 gurgaon,sector 36a,0.65,8953.17,726.0,Super Built up area 726(67.45 sq.m.),2,2,2,7.0,,Relatively New,726.0,,,0,0,0,0,0,0,89,363.0
house,shivaji nagar residential,sector 11,3.08,11407.41,2700.0,Built Up area: 2700 (250.84 sq.m.),6,4,2,1.0,,Undefined,,2700.0,,0,0,0,0,0,0,0,450.0
flat,ss the leaf,sector 85,1.1,9565.22,1150.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively New,1640.0,1600.0,1150.0,0,0,0,1,0,0,150,575.0
flat,parsvnath exotica,sector 53,4.8,14678.9,3270.0,Built Up area: 2895 (268.95 sq.m.),3,4,3+,12.0,North-West,New Property,,2895.0,,0,0,0,0,0,0,69,1090.0
flat,dlf ridgewood estate,sector 28,2.0,14598.54,1370.0,Super Built up area 1370(127.28 sq.m.),3,3,1,12.0,North-East,Old Property,1370.0,,,0,0,0,0,0,1,96,456.6666666666667
flat,the pearl apartmen,sector 15,0.43,5584.42,770.0,Carpet area: 770 (71.54 sq.m.),2,2,1,2.0,,Relatively New,,,770.0,0,0,0,0,0,1,28,385.0
flat,ats kocoon,sector 109,1.6,9169.05,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,10.0,North,Relatively New,1745.0,1550.0,,0,0,0,0,0,0,86,581.6666666666666
flat,umang monsoon breeze,sector 78,0.8,4836.76,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,2,2,7.0,South,Moderately Old,1654.0,1472.0,1310.0,0,0,0,1,0,0,102,551.3333333333334
flat,tata primanti,sector 72,3.21,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,15.0,North-East,Relatively New,2185.0,2140.0,2000.0,0,1,0,0,0,1,174,666.6666666666666
flat,godrej,sector 79,1.3,8269.72,1572.0,Super Built up area 1572(146.04 sq.m.),2,2,3,3.0,North-East,New Property,1572.0,,,1,0,0,0,0,0,49,786.0
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,1550.0,Carpet area: 1549 (143.91 sq.m.),3,3,3,1.0,,Under Construction,,,1549.0,0,0,0,0,0,0,0,516.6666666666666
flat,signature andour heights,sector 71,0.37,7400.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2.0,North-East,Relatively New,500.0,425.0,366.48,0,0,0,0,0,1,37,500.0
flat,m3m heights,sector 65,2.0,13956.73,1433.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,32.0,,Undefined,,1433.0,1000.0,0,0,0,0,0,0,48,716.5
house,dlf pink town house,sector 24,1.9,3786.37,5018.0,Built Up area: 5018 (466.19 sq.m.),10,9,3+,3.0,North,Relatively New,,5018.0,,0,0,0,0,1,2,29,501.8
flat,adani brahma samsara vilasa,sector 63,3.25,29545.45,1100.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,4.0,North-East,New Property,,2700.0,1100.0,0,0,0,0,1,0,41,366.6666666666667
flat,ashiana anmol,sohna road,0.93,7294.12,1275.0,Super Built up area 1275(118.45 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 875 sq.ft. (81.29 sq.m.),2,2,2,9.0,,Under Construction,1275.0,1000.0,875.0,0,0,0,0,1,0,31,637.5
house,bhawani enclave,sector 12,0.42,8235.29,510.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,0,2.0,East,New Property,,,510.0,0,0,0,1,0,0,0,170.0
house,international city by sobha phase 2,sector 109,6.25,11574.07,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,East,Relatively New,,600.0,,0,1,0,0,0,0,138,1350.0
house,independent,sohna road road,1.2,22304.83,538.0,Plot area 50,1,4,3+,4.0,West,Old Property,,50.0,,0,0,0,0,0,0,8,538.0
flat,godrej,sector 79,2.0,8453.09,2366.0,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2.0,North-East,Relatively New,,,2366.0,0,1,0,0,0,1,156,788.6666666666666
flat,emaar palm gardens,sector 83,1.48,7789.47,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,7.0,East,Relatively New,1900.0,,1240.04,0,1,0,0,0,0,66,633.3333333333334
flat,laxmi pareena,sector 99a,0.3,6666.67,450.0,Carpet area: 450 (41.81 sq.m.),2,1,0,12.0,North,Undefined,,,450.0,0,0,0,0,0,0,0,225.0
flat,kiran residency,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,5.0,North,Old Property,2000.0,1800.0,1700.0,0,1,0,1,1,0,166,666.6666666666666
house,sushant lok 1 builder floors,sector 43,10.85,28841.04,3762.0,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately Old,,418.0,,1,1,1,1,0,2,160,470.25
flat,sidhartha ncr greens,sector 95,0.56,5656.57,990.0,Super Built up area 990(91.97 sq.m.),2,2,3,13.0,,New Property,990.0,,,0,0,0,0,0,0,8,495.0
flat,ats triumph,sector 104,2.52,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,19.0,North-East,Relatively New,3150.0,2800.0,2400.0,0,1,1,0,0,1,156,787.5
flat,vatika city homes,sector 83,0.75,5660.38,1325.0,Super Built up area 1325(123.1 sq.m.),2,2,2,3.0,West,Relatively New,1325.0,,,0,0,0,0,0,1,49,662.5
flat,puri emerald bay,sector 104,2.23,9911.11,2250.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3+,10.0,East,Relatively New,2450.0,,2250.0,0,1,0,0,0,1,159,750.0
flat,tulip orange,sector 70,1.0,10309.28,970.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,,Moderately Old,,,970.0,0,0,0,0,0,0,58,323.3333333333333
flat,ramsons kshitij,sector 95,0.22,6470.59,340.0,Super Built up area 340(31.59 sq.m.),1,1,1,2.0,,New Property,340.0,,,0,0,0,0,0,0,0,340.0
house,independent,sector 7,0.69,9102.9,758.0,Built Up area: 758 (70.42 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,2.0,,Undefined,,758.0,500.0,0,0,0,0,0,0,0,758.0
flat,sare crescent parc,sector 92,0.82,5384.11,1523.0,Built Up area: 1523 (141.49 sq.m.),3,3,3+,12.0,West,Undefined,,1523.0,,0,0,0,0,0,0,0,507.6666666666667
flat,bestech altura,sector 79,1.85,8604.65,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,11.0,North,New Property,2150.0,,,0,1,0,0,0,0,49,716.6666666666666
house,satya the hermitage,sector 103,4.35,13500.93,3222.0,Plot area 358(299.33 sq.m.),4,4,3+,2.0,North,Relatively New,,358.0,,1,1,1,1,0,1,138,805.5
flat,ss the leaf,sector 85,2.1,7467.99,2812.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,9.0,East,Relatively New,2812.0,,,0,0,0,0,0,1,67,703.0
flat,vatika gurgaon,sector 83,0.78,6265.06,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2,2,2,3.0,South-East,Relatively New,1245.0,850.0,790.0,1,0,0,1,0,1,165,622.5
