property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,vatika xpressions,sector 88b,1.1,8148.15,2,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,0,58
flat,ireo victory valley,sector 67,3.49,12998.14,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,0,103
flat,unitech fresco,sector 50,1.88,10479.38,3,3,3+,14.0,Moderately Old,1790.0,0,0,0,0,1,1,174
house,independent,sector 8,1.6,3185.98,4,6,1,3.0,Relatively New,62.0,0,0,0,0,0,0,0
flat,sare green parc phase 3,sector 92,0.75,7142.86,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,0,121
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.18,7,5,3+,4.0,Old Property,60.0,0,0,0,0,0,0,0
flat,ramsons kshitij,sector 95,0.29,5178.57,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,0,50
house,independent,sector 43,5.5,28423.77,1,1,0,1.0,Old Property,1935.0,0,0,0,0,1,0,12
flat,central park resorts,sector 48,5.15,20900.97,3,3,3+,8.0,Moderately Old,2364.0,0,1,0,0,0,2,53
flat,awho shanti vihar,sector 95,0.82,9879.52,2,2,3+,13.0,New Property,1095.0,1,0,0,0,0,0,114
flat,guru gram haryana cghs,sector 56,1.39,8424.24,3,2,3,6.0,Old Property,1750.0,0,1,0,1,0,1,89
flat,trisara our homes 3,sohna road,0.4,4479.28,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
house,independent,sector 105,0.6,13333.33,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0
flat,assotech blith,sector 99,1.9,6701.94,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,0,51
flat,lig flat,sector 40,1.5,5555.56,1,1,0,0.0,Moderately Old,300.0,0,0,0,0,0,0,0
flat,residency grand,sector 52,5.0,9615.38,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0
flat,emaar mgf the palm drive,sector 66,3.0,14285.71,4,5,3+,10.0,Relatively New,2100.0,0,1,0,0,0,1,49
house,independent,sector 8,0.45,9000.0,1,1,1,3.0,Moderately Old,556.0,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,1.82,9371.78,3,4,3+,15.0,Moderately Old,1757.0,0,1,0,0,0,0,125
house,independent,sector 26,4.5,33333.33,5,5,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,7
flat,siddhartha apartment,sector 95,1.1,4327.3,4,3,3,9.0,Relatively New,2824.0,0,1,0,0,1,0,22
flat,puri emerald bay,sector 104,2.6,15160.35,3,4,3+,5.0,Relatively New,2061.0,1,1,0,0,0,0,81
flat,m3m golfestate,sector 65,5.0,16666.67,3,3,3,2.0,Relatively New,3245.0,0,1,0,0,0,1,174
house,independent,sector 43,8.25,30555.56,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,1,64
flat,tata gurgaon gateway,sector 113,2.45,10788.2,3,3,3,8.0,Relatively New,2014.0,0,0,0,0,0,0,110
flat,the lions cghs,sector 56,2.05,9534.88,4,4,3,7.0,Relatively New,2000.0,0,1,0,0,1,1,49
flat,godrej air,sector 85,1.35,13636.36,2,2,3,19.0,Under Construction,102.0,0,0,0,0,0,0,44
flat,m3m woodshire,sector 107,1.4,5929.69,3,4,3+,6.0,Relatively New,2137.0,0,1,0,0,0,0,117
flat,m3m capital,sector 113,2.87,12489.12,4,4,3+,3.0,Under Construction,2553.0,0,1,0,0,0,0,65
flat,emaar gurgaon greens,sector 102,1.35,8181.82,3,3,3,5.0,Relatively New,1315.0,0,1,0,0,0,0,119
flat,ireo uptown,sector 66,2.4,13064.78,3,2,3,5.0,Relatively New,1700.0,0,1,0,0,0,1,156
house,independent,sector 57,8.0,29629.63,5,4,3,2.0,Relatively New,2700.0,1,1,0,1,0,0,21
flat,sobha city,sector 108,2.45,14040.11,3,3,3,15.0,Relatively New,1460.0,0,0,0,0,0,0,49
flat,oriental valley chs,sector 9a,1.5,8108.11,4,3,3+,8.0,Moderately Old,2056.0,0,0,0,0,0,0,35
flat,suncity vatsal valley,gwal pahari,1.45,10139.86,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49
flat,tulip violet,sector 69,1.37,8676.38,3,3,1,12.0,Relatively New,1568.0,0,0,0,1,0,0,95
flat,shree vardhman victoria,sector 70,1.75,8974.36,3,4,2,16.0,Relatively New,1950.0,0,1,0,1,0,0,49
house,independent,sector 40,2.1,23333.33,3,3,2,3.0,Moderately Old,900.0,0,0,0,0,1,1,35
flat,ild greens,sector 37c,1.0,4723.67,3,3,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,1700.0,0,1,0,0,0,0,49
flat,dlf regal gardens,sector 90,1.65,7449.21,4,4,3+,8.0,Relatively New,1900.0,0,0,0,0,1,0,79
flat,.,gwal pahari,7.0,10999.37,4,4,3+,6.0,Relatively New,5430.0,0,1,0,0,0,0,52
flat,la vida by tata housing,sector 113,3.35,12444.28,4,4,3+,11.0,Relatively New,2991.0,1,1,0,0,0,0,174
house,independent,sector 7,0.9,10000.0,2,4,3,3.0,Old Property,100.0,0,1,0,0,1,1,44
flat,conscient heritage max,sector 102,2.1,9771.99,3,4,3+,10.0,Relatively New,1945.0,1,1,0,0,0,0,53
flat,gls arawali homes,sohna road,0.32,6722.69,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0
flat,vipul world floors,sector 48,4.3,13870.97,4,5,3+,4.0,New Property,3444.0,1,1,0,1,0,0,88
flat,mvn athens,sohna road,0.27,5895.2,2,2,1,4.0,Relatively New,509.0,0,0,0,0,1,1,35
flat,ireo uptown,sector 66,1.85,12567.93,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,1,79
flat,ireo skyon,sector 60,2.12,15531.14,2,2,2,2.0,Relatively New,1350.0,0,0,0,1,0,1,174
house,independent,sector 55,5.0,44444.44,2,9,3+,5.0,New Property,1125.0,0,0,0,0,1,1,44
flat,tulip violet,sector 69,1.76,9513.51,3,4,2,0.0,Relatively New,1674.0,0,0,0,0,0,0,157
flat,m3m golfestate,sector 65,6.15,18287.24,3,3,3,23.0,Moderately Old,3027.0,1,1,0,0,0,1,60
flat,la vida by tata housing,sector 113,1.5,11755.49,2,2,2,13.0,New Property,1418.0,0,0,0,0,0,0,71
flat,ss the leaf,sector 110,1.2,7317.07,2,2,3+,14.0,Relatively New,1380.0,0,0,1,0,0,0,141
flat,dlf regal gardens,sector 90,1.27,5497.84,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,0,72
flat,aipl zen residences,sector 70a,1.65,13074.48,2,2,3,23.0,New Property,1142.0,0,0,0,0,0,0,81
flat,mahindra aura,sector 110,1.8,8814.89,3,3,3+,7.0,Relatively New,1850.0,0,1,0,0,0,1,136
house,international city by sobha phase 1,sector 109,5.85,26422.76,4,5,3+,2.0,Relatively New,2214.0,0,1,0,0,0,1,85
flat,ompee k s residency,new sector 2,1.6,2992.89,2,2,2,1.0,Relatively New,73.0,0,0,0,0,0,0,0
house,malibu towne,sector 47,8.81,27191.36,8,6,3+,3.0,Moderately Old,3240.0,1,1,0,0,1,1,27
flat,paras quartier,gwal pahari,5.9,11028.04,4,4,3+,19.0,New Property,4842.0,1,1,1,1,0,1,160
house,independent,sector 12,1.0,8230.45,3,7,3+,3.0,Moderately Old,3750.0,0,0,1,1,0,0,7
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.11,2,2,1,0.0,Relatively New,944.0,0,0,0,0,0,0,46
flat,mapsko mount ville,sector 79,1.85,9640.44,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,0,49
flat,bestech park view sanskruti,sector 92,1.55,7769.42,3,4,3,8.0,Relatively New,1805.0,0,1,0,0,0,0,49
flat,dlf the skycourt,sector 86,1.6,8294.45,3,3,1,14.0,Relatively New,1746.0,0,0,0,1,0,0,72
flat,rof ananda,sector 95,0.36,5660.38,2,2,2,10.0,New Property,717.0,1,0,0,0,0,0,75
flat,vatika xpressions,sector 88b,0.92,6814.81,2,2,3,3.0,New Property,1350.0,0,0,0,0,0,0,26
flat,signature andour heights,sector 71,0.37,8222.22,1,1,2,2.0,Relatively New,450.0,0,0,0,0,0,0,65
house,dlf south city 1,sector 41,2.65,18928.57,3,3,3,4.0,New Property,1400.0,0,1,0,0,0,1,22
flat,emaar mgf palm studios,sector 66,1.7,13502.78,2,2,2,7.0,Relatively New,1072.0,0,0,0,0,1,0,99
flat,huda housing board society,sector 52,0.45,9740.26,1,1,0,0.0,Moderately Old,513.0,0,0,0,1,0,1,43
flat,eldeco accolade,sohna road,0.71,4906.7,2,2,3+,10.0,Relatively New,1131.0,1,0,0,0,0,0,49
flat,emaar mgf palm hills,sector 77,1.25,8620.69,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,1,104
flat,ansal heights 86,sector 86,1.25,7396.45,3,2,1,2.0,New Property,1529.0,0,0,0,0,0,0,100
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86
flat,central park resort belgravia residences,sector 48,6.25,24300.16,3,5,3+,5.0,Moderately Old,3200.0,0,1,0,0,0,1,49
house,emaar mgf marbella,sector 66,19.0,31666.67,5,6,3+,3.0,Relatively New,6667.0,0,1,1,1,0,1,110
house,independent,sector 3 phase 3 extension,1.0,6666.67,1,1,0,1.0,Moderately Old,1500.0,0,0,0,0,0,0,0
flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,2222.0,0,1,0,0,0,2,42
flat,emaar palm gardens,sector 83,1.38,8023.26,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8
flat,ireo the corridors,sector 67a,1.85,9531.17,3,4,3,4.0,New Property,1941.0,1,0,1,0,0,1,150
flat,m3m the marina,sector 68,1.0,12500.0,2,2,3,21.0,Relatively New,889.0,0,0,0,0,0,0,31
flat,emaar gurgaon greens,sector 102,1.3,7878.79,3,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,1,125
flat,vipul lavanya,sector 81,0.65,5263.16,2,2,2,14.0,Moderately Old,985.0,0,0,0,0,0,0,96
house,independent,sector 9,0.22,7407.41,2,2,2,1.0,Old Property,37.0,0,0,0,0,0,0,0
house,independent,sector 9,3.4,12937.6,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,1,61
flat,parsvnath green ville,sector 48,2.5,12820.51,4,5,3,1.0,Moderately Old,2167.0,0,0,0,0,1,1,49
flat,antriksh heights,sector 84,0.6,5000.0,2,2,2,14.0,Relatively New,1086.0,0,0,0,0,0,0,52
flat,supertech araville,sector 79,0.95,6209.15,2,2,3,7.0,New Property,1385.0,1,0,0,0,0,0,49
flat,sobha city,sector 108,3.95,16858.73,3,4,2,15.0,Relatively New,2343.0,0,1,0,0,0,0,49
flat,dhoot time residency,sector 63,3.0,18270.4,3,3,3+,14.0,Relatively New,1642.0,0,1,0,0,0,1,0
flat,bptp astaire gardens,sector 70a,1.25,8771.93,3,3,2,1.0,Relatively New,1300.0,0,0,0,0,1,0,49
flat,central park flower valley aqua front towers,sector 33,1.7,9502.52,3,3,3,12.0,Under Construction,1619.0,0,0,0,0,0,0,24
flat,tulip violet,sector 69,1.29,8227.04,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,1,86
house,independent,sector 23,5.1,16569.2,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,0,27
flat,la vida by tata housing,sector 113,1.35,13989.64,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,0,174
house,independent,sector 55,4.6,21296.3,3,3,3+,2.0,Old Property,2160.0,0,1,1,1,0,1,37
house,independent,sector 38,8.0,25616.39,10,10,3+,1.0,Relatively New,3123.0,0,0,0,0,0,0,0
flat,ireo skyon,sector 60,3.8,13571.43,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,1,145
flat,rof ananda,sector 95,0.2,5464.48,1,1,1,10.0,Relatively New,407.0,0,0,0,0,0,0,82
flat,paras dews,sector 106,1.15,6534.09,3,4,3+,12.0,Relatively New,1186.0,1,1,0,0,0,1,174
flat,prasha apartments,manesar,0.75,3308.34,3,3,3+,3.0,Moderately Old,1914.0,0,1,0,0,0,0,31
flat,central park flower valley,sector 33,1.4,21538.46,3,3,3,2.0,Under Construction,588.0,0,0,0,0,0,0,54
flat,ardee city,sector 52,1.5,9146.34,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,0,65
flat,ireo the grand arch,sector 58,3.83,21577.46,3,4,2,10.0,Relatively New,2000.0,1,1,0,0,0,1,174
flat,shree vardhman victoria,sector 70,1.65,8461.54,3,5,3,6.0,Relatively New,1527.0,0,1,0,1,0,0,167
flat,smart world orchard,sector 61,2.24,14460.94,3,3,2,3.0,New Property,1402.0,0,0,0,0,1,0,61
house,independent,sector 14,5.5,16975.31,5,4,2,2.0,Old Property,3240.0,1,0,0,0,0,0,27
flat,dlf the ultima,sector 81,2.5,11726.08,3,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,2,82
flat,ats triumph,sector 104,2.5,7936.51,4,4,3+,14.0,New Property,2851.0,0,1,0,0,0,0,21
flat,parsvnath exotica,sector 53,6.5,19174.04,4,5,3+,10.0,Relatively New,3000.0,1,1,0,1,0,1,174
flat,tashee capital gateway,sector 111,0.96,6499.66,2,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,0,53
flat,central park resorts,sector 48,11.25,28266.33,4,5,3+,2.0,Relatively New,4422.0,0,1,0,1,0,0,45
flat,sare crescent parc,sector 92,0.49,4909.82,2,2,2,2.0,Relatively New,1109.0,0,0,0,0,0,0,96
flat,tarc maceo,sector 91,1.8,7758.62,3,3,3+,0.0,Relatively New,2578.0,0,0,0,1,0,2,45
house,international city by sobha phase 1,sector 109,5.5,21602.51,4,4,3+,2.0,New Property,2546.0,0,1,0,0,0,0,61
house,independent,sohna road,1.5,14245.01,2,3,2,1.0,New Property,117.0,1,0,0,1,0,1,69
flat,dlf new town heights,sector 86,1.3,6735.75,3,3,3,15.0,Relatively New,1715.0,0,1,0,1,0,1,49
flat,m3m skywalk,sector 74,1.48,12333.33,2,2,3,13.0,Relatively New,1300.0,0,0,1,0,0,0,158
flat,ireo victory valley,sector 67,3.15,12846.66,3,4,3+,15.0,Relatively New,2219.0,0,1,0,1,0,1,149
flat,godrej habitat,sector 3,1.1,10406.81,2,2,2,14.0,Under Construction,956.0,0,0,0,0,0,0,60
flat,mapsko mount ville,sector 79,1.25,8389.26,3,3,3+,16.0,Relatively New,1656.0,0,0,0,0,0,1,49
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10382.51,2,2,2,14.0,Relatively New,915.0,0,0,0,0,0,0,0
house,eros rosewood villas,sector 49,2.8,15555.56,3,3,3,2.0,Moderately Old,1800.0,0,0,0,1,0,0,68
flat,alpha corp gurgaonone,sector 84,1.2,9448.82,2,2,1,6.0,Relatively New,1149.0,0,0,0,0,0,0,13
flat,vatika the seven lamps,sector 82,1.0,6968.64,2,2,2,14.0,Relatively New,1299.0,1,0,0,0,1,0,69
flat,la vida by tata housing,sector 113,1.55,11654.14,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,0,174
house,palam vihar extension west zone rwa,sector 2,0.4,4444.44,3,4,2,2.0,Moderately Old,900.0,0,0,0,0,0,0,36
flat,signature global the millennia 3,sector 37d,0.45,7627.12,2,3,2,8.0,Under Construction,656.0,0,0,0,0,0,0,8
flat,mapsko paradise,sector 83,0.95,6299.73,3,3,3,1.0,Moderately Old,1489.0,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,2.2,10237.32,3,4,3+,20.0,Relatively New,1186.0,1,1,0,0,0,1,45
house,independent,sector 50,10.45,38703.7,4,5,2,3.0,Moderately Old,4000.0,1,1,0,1,0,1,142
flat,today callidora,sector 73,0.9,5548.71,3,3,3,3.0,Under Construction,1622.0,0,1,0,0,0,0,63
flat,vatika the seven lamps,sector 82,0.89,8846.92,2,2,2,14.0,Relatively New,1202.0,1,0,0,0,0,1,129
flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,0,0,0,2,0
flat,vatika gurgaon,sector 83,0.87,6987.95,2,2,2,3.0,Moderately Old,1127.0,0,0,0,0,0,0,35
flat,ss,sector 85,2.14,7610.24,4,4,3,6.0,Relatively New,2300.0,1,1,0,1,0,0,49
flat,shree vardhman victoria,sector 70,1.63,8358.97,3,5,3,12.0,Relatively New,1527.0,0,1,0,0,0,0,43
flat,signature global solera,sector 107,0.35,6493.51,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45
flat,ss the leaf,sector 85,2.15,8928.57,3,5,3,2.0,New Property,2179.0,0,0,0,0,0,0,53
flat,m3m woodshire,sector 107,1.4,5929.69,3,4,0,1.0,New Property,2137.0,0,0,0,0,0,0,67
flat,indiabulls enigma,sector 110,3.49,10264.71,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,165
flat,signature global park 4,sector 36,0.82,7585.57,3,2,2,2.0,New Property,850.0,0,0,0,0,0,0,8
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9194.81,3,3,3,1.0,Relatively New,1653.0,0,0,0,0,0,0,151
flat,paras dews,sector 106,1.05,7581.23,2,2,2,5.0,New Property,1539.0,0,0,0,0,0,0,97
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,28
flat,bestech altura,sector 79,2.55,9532.71,4,5,2,4.0,New Property,2675.0,0,1,0,0,0,0,44
flat,emaar mgf the palm drive,sector 66,2.8,16470.59,3,4,3,8.0,Relatively New,1700.0,0,1,0,0,0,1,117
flat,hcbs sports ville,sohna road,0.22,3142.86,1,1,1,1.0,New Property,778.0,0,0,0,0,0,0,86
flat,ireo the corridors,sector 67a,1.5,11111.11,2,2,2,10.0,Relatively New,1500.0,0,0,1,0,0,1,38
house,independent,sector 43,9.85,29641.89,5,5,2,3.0,Old Property,3323.0,1,1,0,1,0,0,21
flat,mvn athens,sohna road,0.25,5197.51,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,0,37
flat,bestech park view residency,sector 2,1.55,8072.92,3,4,3+,10.0,Moderately Old,1738.0,0,1,0,0,0,0,100
flat,ace palm floors,sector 89,0.97,7860.62,2,2,2,1.0,New Property,1371.0,1,0,0,0,0,0,28
house,sheetla enclave,sector 5,0.96,10000.0,2,4,2,3.0,Moderately Old,945.0,0,0,1,1,0,1,0
flat,sukhshanti apartment,sector 56,1.65,7006.37,3,3,3+,5.0,Moderately Old,2131.0,1,0,0,0,0,1,134
house,greenopolis,sector 89,0.7,5397.07,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,0,0
flat,vatika emilia floors,sector 83,0.6,5714.29,2,2,2,1.0,Relatively New,990.0,0,0,0,0,0,1,167
flat,sare crescent parc,sector 92,0.65,4596.89,3,3,3,3.0,Moderately Old,1571.0,0,0,0,0,0,0,44
flat,puri emerald bay,sector 104,2.65,15005.66,3,4,3,15.0,Relatively New,2090.0,0,1,0,0,0,1,174
flat,imperia the esfera,sector 37c,0.7,4878.05,2,3,3+,12.0,Under Construction,1299.0,1,0,0,0,1,0,58
flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0.0,New Property,2211.0,1,1,0,1,0,0,121
flat,paras dews,sector 106,0.88,6353.79,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,0,49
house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,0,0,0,1,2,8
flat,tulip violet,sector 69,1.4,8838.38,3,3,2,1.0,Relatively New,1428.0,0,0,0,0,0,0,95
flat,conscient heritage max,sector 102,1.78,9218.02,3,4,3+,5.0,Moderately Old,1748.0,0,1,0,0,0,0,125
house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,160.0,0,0,0,0,0,1,27
flat,suncity platinum towers,sector 28,6.2,23091.25,3,4,3+,21.0,Relatively New,2000.0,0,1,0,0,0,1,160
house,vatika sovereign next,sector 82a,3.85,7500.49,5,6,3+,6.0,Relatively New,5140.0,0,0,0,0,0,0,53
flat,antriksh heights,sector 84,0.85,4927.54,3,3,3+,10.0,Relatively New,1561.0,1,0,0,0,0,0,52
house,independent,sector 43,5.25,27131.78,4,4,2,2.0,Old Property,1935.0,1,1,0,0,0,1,80
flat,paras dews,sector 106,0.87,9255.32,2,2,3+,1.0,New Property,1120.0,0,0,0,0,0,0,174
flat,ashok vihar phase 2,sector 3 phase 2,0.28,4307.69,2,2,1,3.0,Relatively New,600.0,0,0,0,0,0,0,64
flat,the lions cghs,sector 56,2.05,8541.67,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,1,49
flat,suncity vatsal valley,gwal pahari,1.53,10699.3,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,1,117
flat,dlf new town heights,sector 90,2.0,7334.07,4,4,3+,20.0,Moderately Old,2468.0,0,1,0,0,1,0,49
flat,tata primanti,sector 72,3.19,12152.38,4,5,3+,20.0,Relatively New,2376.0,0,1,0,0,0,1,159
house,international city by sobha phase 1,sector 109,6.0,9633.91,5,5,3+,2.0,Relatively New,6228.0,1,1,1,1,0,0,160
flat,bptp pedestal,sector 70a,1.9,9500.0,4,3,3,2.0,New Property,2111.0,0,0,1,0,0,0,133
flat,bestech park view city,sector 48,2.7,11713.67,3,3,3+,7.0,Relatively New,2000.0,1,1,0,0,0,1,174
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.09,2,2,2,12.0,Relatively New,828.0,0,0,0,0,0,0,100
flat,hero homes,sector 104,1.75,10361.16,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,0,30
flat,shree vardhman victoria,sector 70,1.23,9111.11,2,2,3,1.0,Relatively New,1222.0,1,0,0,0,0,0,43
house,ansals florence villa,sector 57,6.0,22222.22,4,5,2,2.0,Old Property,2700.0,0,1,0,1,0,1,20
flat,signature global synera,sector 81,0.45,7525.08,2,2,2,6.0,Relatively New,664.0,0,0,1,0,0,1,39
house,independent,sector 41,1.65,13750.0,1,1,0,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
house,independent,sector 4,0.61,11111.11,2,2,2,2.0,Moderately Old,61.0,0,0,0,0,1,0,14
house,emaar emerald hills,sector 65,12.5,34722.22,4,4,3+,2.0,Relatively New,3600.0,1,1,0,0,0,0,56
flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.43,2,2,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.38,8966.86,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
flat,emaar palm gardens,sector 83,1.73,9105.26,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,1,174
flat,paras dews,sector 106,1.0,7220.22,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,1,21
flat,emaar gurgaon greens,sector 102,1.35,8181.82,3,3,3,9.0,Relatively New,1315.0,0,1,0,0,0,0,100
flat,dlf regency park,sector 28,1.91,16608.7,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,2,98
house,signature global city,sector 37d,1.27,8089.17,3,3,3,4.0,Under Construction,1570.0,0,0,0,1,0,0,89
flat,emaar palm gardens,sector 83,1.3,11872.15,3,3,3,16.0,Relatively New,1387.0,0,1,0,0,0,1,174
flat,smart world one,dwarka expressway,1.65,5933.12,3,4,3,6.0,Under Construction,3094.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,1.18,5207.41,4,4,3,8.0,Relatively New,2518.0,0,1,0,0,0,0,108
flat,indiabulls enigma,sector 110,4.1,10567.01,5,5,2,10.0,Relatively New,3500.0,0,1,0,0,0,0,159
flat,signature global park,sohna road,0.9,6254.34,3,3,3,3.0,Relatively New,1599.0,0,0,0,1,0,0,96
house,independent,sector 23,2.8,17983.3,5,5,3+,2.0,Old Property,1557.0,0,0,0,1,0,1,74
flat,bestech park view residency,sector 2,0.56,8549.62,1,1,2,7.0,Moderately Old,722.0,0,0,0,0,0,0,92
flat,godrej summit,sector 104,1.35,5014.86,4,5,3+,0.0,Relatively New,2991.0,1,1,1,1,0,0,88
flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,49
flat,unitech sunbreeze,sector 69,1.0,5476.45,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,0,0
flat,capital residences 360,sector 70a,1.66,8400.81,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,0,132
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.36,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,1,49
flat,dlf new town heights,sector 90,1.54,6514.38,4,4,3+,12.0,Moderately Old,2200.0,0,1,0,1,0,1,111
flat,godrej nature plus,sector 33,1.65,14335.36,2,2,3,1.0,Under Construction,1279.0,0,0,0,0,0,0,38
flat,chd avenue,sector 71,1.1,6104.33,3,4,3,3.0,Moderately Old,1631.0,0,1,0,0,0,0,26
house,independent,sector 4,0.7,6647.67,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0
flat,kanchanjanga tower,sector 56,1.45,7631.58,3,3,3+,2.0,Moderately Old,1719.0,0,0,0,0,0,1,126
flat,ild grand,sector 37c,0.66,5038.17,2,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,0,60
flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,Under Construction,2667.0,1,1,1,1,0,0,61
flat,raheja vedas,sector 108,2.15,4133.82,3,4,3+,12.0,Relatively New,4600.0,1,0,0,0,0,0,0
house,independent,sector 25,8.0,8000.0,3,9,2,3.0,New Property,11111.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.05,9519.49,2,2,2,4.0,Under Construction,1103.0,1,0,0,0,1,0,38
flat,umang winter hills,sector 77,1.05,5762.9,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49
flat,ats kocoon,sector 109,1.65,10645.16,3,3,3,19.0,Relatively New,1650.0,0,0,1,0,0,1,159
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.42,3,3,3,2.0,Relatively New,1650.0,1,1,0,0,0,0,158
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.58,4,4,3+,2.0,Relatively New,2194.0,1,1,0,0,0,2,174
flat,ild greens,sector 37c,1.0,4319.65,3,3,3+,5.0,Under Construction,1697.0,0,0,0,0,0,0,51
flat,umang monsoon breeze,sector 78,1.05,5666.49,3,3,3,6.0,Moderately Old,1853.0,0,0,0,0,0,0,0
flat,sare green parc 2,sector 92,1.07,5245.1,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,0,86
house,independent,sector 43,2.1,4250.15,10,10,3+,5.0,New Property,61.0,0,1,0,0,0,0,20
flat,avl 36 gurgaon,sector 36a,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,0.85,4637.21,3,3,2,2.0,Relatively New,1500.0,0,1,0,0,0,0,65
house,independent,sector 56,8.0,9653.67,10,10,3+,4.0,Relatively New,8286.0,1,1,0,1,0,2,107
flat,signature global park,sohna road,0.67,5537.19,2,2,3,4.0,Relatively New,1095.0,0,0,0,1,0,0,127
house,independent,sector 10a,3.6,19607.84,3,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,1,28
flat,sbtl caladium,sector 109,1.88,6153.85,4,5,3,10.0,Relatively New,2765.0,0,0,0,0,0,0,110
flat,supertech araville,sector 79,0.83,5424.84,2,2,3,5.0,New Property,1700.0,1,0,0,0,0,2,49
